,inspection_no,dba_name,aka_name,license_no,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location,rating,business_status
22,1375903,GEORGE'S HOT DOG,GEORGE'S HOT DOG,11406.0,Restaurant,Risk 1 (High),1876 N DAMEN AVE ,CHICAGO,IL,60647.0,12/06/2013,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN EXTERIOR SURFACES OF COOKING EQUIPMENT AND INTERIOR BOTTOM OF FRYER TO REMOVE GREASE AND FOOD PARTICLES NOTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS UNDER COOKING EQUIPMENT TO REMOVE GREASE NOTED AND FOOD PARTICLES.  ALSO CLEAN IN STORAGE AREAS UNDER, AROUND AND BEHIND VARIOUS EQUIPMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN WALLS AROUND AND BEHIND COOKING EQUIPMENT.    REPLACE MISSING OR WATER STAINED CEILING TILES WHERE NEEDED IN REAR OF KITCHEN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REATTACH PIPE AT ELBOW UNDERNEATH UTILITY SINK IN REAR OF KITCHEN.  OWNER STATES IT WAS KNOCKED OVER WHEN WORK WAS BEING DONE IN THAT AREA.  INSTRUCTED TO REATTACH/REPAIR SO THAT SINK CAN BE USED AS REQUIRED FOR THE DISPOSAL OF WASTE WATER. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE AND MAINTAIN REAR STORAGE AREAS; REMOVE ANY UNNECESSARY ITEMS TO AVOID CLUTTER.",41.91595533037147,-87.6777277973711,"(-87.6777277973711, 41.91595533037147)",4.4,OPERATIONAL
23,635093,GEORGE'S HOT DOG,GEORGE'S HOT DOG,11406.0,Restaurant,Risk 1 (High),1876 N DAMEN AVE ,CHICAGO,IL,60647.0,10/26/2011,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.        FOUND ENCRUSTED PIPES WITH GREASE BUILD-UP BEHIND COOKING EQUIPMENTS.INSTRUCTED TO DETAIL CLEAN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    FOUND FLOORS DIRTY AT REAR BENEATH DRY STORAGE SHELVINGS,INSIDE THE TOILET ROOMS.INSTRUCTED TO DETAIL CLEAN FLOORS AND THRESHOLD AT FRONT DOOR MUST BE ELEVATED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.FOUND MISSING SOME CEILING TILES AT REAR OVER ICE MACHINE.INSTRUCTED TO PROVIDE.ALSO WALLS ALONG COOKING,FOOD PREP TABLES REQUIRE DETAIL CLEANING TO REMOVE FOOD DEBRIS SPLASHED. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units.  FOUND NO THERMOMETER INSIDE THE REAR 2 DOOR COOLER.MUST PROVIDE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.        MOP SINK MUST BE ACCESSIBLE AT ALL TIMES,REMOVE UNNECESSARRY ARTICLES AT REAR.",41.91595533037147,-87.6777277973711,"(-87.6777277973711, 41.91595533037147)",4.4,OPERATIONAL
24,2104920,HOT DOG STATION,HOT DOG STATION,2153527.0,Restaurant,Risk 1 (High),4742 N KIMBALL AVE ,CHICAGO,IL,60625.0,11/17/2017,Canvass,Pass w/ Conditions,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: No certified food manager on premises when potentially hazardous foods are being prepared and served to customers-Chili at 167.3,Hot dogs 150.5 F. Instructed that a certified food manager must be on premises at all times potentially hazardous foods are prepared/served. Serious citation issued 7-38-012.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floors along walls and in all corners including the rear furnace room in need for a detail cleaning and maintain. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Detail clean kitchen exhaust hood/filters to remove grease build-up and maintain. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Observed unnecessary articles stored along the outside exterior wall.Instructed to better maintain the outside rear of the premises.",41.96785571643644,-87.7134972229382,"(-87.7134972229382, 41.96785571643644)",4.6,OPERATIONAL
25,1099254,HOT DOG STATION,HOT DOG STATION,2153527.0,Restaurant,Risk 1 (High),4742 N KIMBALL AVE ,CHICAGO,IL,60625.0,10/28/2013,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOOD DEBRIS AND GREASE ON EQUIPMENT; INSTRUCTED TO CLEAN/SANITIZE; TWO DOORS FREEZER AND FRYER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DEBRIS/FOOD DEBRIS ON FLOORS INSIDE FURNACE ROOM AND UNDER HEAVY EQUIPMENT; INSTRUCTED TO DETAIL CLEAN FLOORS AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED OPENINGS AROUND PIPES NEAR CEILING; INSTRUCTED TO SEAL OPENINGS TO PREVENT PEST ENTRY.",41.96785571643644,-87.7134972229382,"(-87.7134972229382, 41.96785571643644)",4.6,OPERATIONAL
26,2129572,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,12/21/2017,Canvass Re-Inspection,Pass,,41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
27,2313173,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,10/01/2019,Suspected Food Poisoning,Pass w/ Conditions,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED A BUILD UP OF BLACK SLIME ON INTERIOR SURFACES OF ICE MACHINE, ICE IS  USED FOR HUMAN CONSUMPTION IN THE FRONT PREP AREA NEAR COOK LINE. INSTRUCTED TO REMOVE ICE, CLEAN, SANITIZE, AND MAINTAIN. PRIORITY FOUNDATION VIOLATION 7-38-005. CITATION ISSUED. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED THE FOLLOWING TIME AND TEMP CONTROL FOR SAFEFY  FOODS IN THE WALK IN COOLER AND PREP LINE COOLER AT THE FOLLOWING IMPROPER TEMPERATURES:  5LBS OF CHICKEN IN BETWEEN 63.2F - 73.1F, BEANS AT 54.1F, CUT TOMATOES AT 51.3F, AND ALFREDO SAUCE AT 54F. MANAGEMENT VOLUNTARILY DISPOSED OF 10LBS OF PRODUCT VALUED AT $10. INSTRUCTED TO MAINTAIN ALL TCS FOOD AT OR BELOW 41F. PRIORITY VIOLATION 7-38-005. CITATION ISSUED. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED AN EMPLOYEE WITH A 1 INCH BEARD BEHIND HANDLING FOOD ON PREP LINE WITHOUT PROPER BEARD RESTRAINT. INSTRUCTED ALL EMPLOYEES MUST RESTRAIN HAIR WHEN HANDLING FOOD. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED BUILD UP OF BLACK SLIME ON INSULATION OF PIPE LEADING TO CONDENSER IN BASEMENT WALK IN COOLER. INSTRUCTED TO CLEAN, SANITIZE, AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CRACKS AND CREVICES IN TILES OF FLOORS AND WALLS THROUGHOUT FRONT PREP AREA COOK LINE. INSTRUCTED TO REPAIR AND MAINTAIN SMOOTH CLEANABLE SURFACES.",41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
28,2104667,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,11/14/2017,Complaint,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FRONT PREP COOLER WITH OPEN TOP NOT MAINTAINING  TEMPERATURE, AIR TEMP VARIES 62.3-48.8F. COOLER IS USED TO STORE PERISHABLES( CHICKEN, DICED TOMATOES, DELI....) INSTRUCTED MGR TO KEEP COOLERS TEMPERATURE AT 40F OR LOWER. CRITICAL CITATION ISSUED 7-38-005(A) COOLER IS TAGGED NOT ALLOWED TO USE. MUST CONTACT THE OFFICE OF CDPH WHEN REPAIRED FOR TAG REMOVAL. | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS STORED AT IMPROEPR TEMPERATURE. FOUND 2 LBS OF  DICED CHICKEN AT 51.3F, DICED TOMATOES AT 63.4F, COOKED PASTA 52.3F, DELI 51.4F, ALL FOOD STORED IN SAID COOLER. INSTRUCTED TO KEEP SUCH FOODS AT 40F OR LAWER. CRITICAL CITATION ISSUED 7-38-005(A) FOOD DISCARDED VALUED AT $30. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FAN COVER IN MAIN WALK-IN COOLER WITH HEAVY DUST BUILD UP, INSTRUCTED TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MISSING GROUT AT WALK-IN COOLER FLOOR. INSTRUCTED TO RE-GROUT. FLOORS NOT CLEAN BEHIND ICE MAKER. INSTRUCTED TO CLEAN AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT FIXTURE IN BASEMENT WALK-IN COOLER MISSING LIGHT SHIELDS, INSTRUCTED TO INSTALL. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED SLOW DRAIN AT DRINK STATION HAND SINK. MUST REPAIR. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MISSING THERMOMETER IN SEVERAL COOLERS, INSTRUCTED TO PROVIDE.",41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
29,1591274,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,12/04/2015,Short Form Complaint,Pass,,41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
30,1372329,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,12/20/2013,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: FOOD CONTAINERS NOT LABELED IN WALK-IN COOLER, INSTRUCTED TO LABEL. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: DISPOSABLE CUPS USED AS A MULTI-USE SCOOP. INSTRUCTED TO USE PROPER SCOOPS THAT CAN BE WASHED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: TIN CANS FOR CHEESE SAUCE ARE USED TO REHEAT SAUCE IN BOILING WATER, INSTRUCTED TO STOP SUCH PRACTICE AND  USE PROPER UTENSILS TO REHEAT FOODS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MISSING GROUT ON SEVERAL SECTION OF KITCHEN FLOOR TILES TRAPPING WASTE WATER AND FOOD DEBRIS, INSTRUCTED TO REGROUT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MISSING CEILING PANEL ABOVE FOOD PREP TABLE IN BASEMENT'S KITCHEN. INSTRUCTED TO INSTALL.",41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
31,1134695,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,11/02/2012,Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: GASKETS OF SMALL COOLER DOORS AT FRONT SERVING LINE, THAT ARE TORN OR RIPPED MUST BE REPLACED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DUSTY COMPRESSORS, FAN GUARDS & CONDENSERS OF COOLERS, INCLUDING FILTERS ABOVE COOKING EQUIPMENT MUST BE FREE OF DUST OR GREASE STAINS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: POOR FLOOR GROUTING BY FRONT FRYERS (NORTH SECTION), BEHIND SOFT-SERVE MACHINE, AT DISHROOM AREA - MUST ADDRESS TO PREVENT HARBORAGE. SOME FLOOR DRAINS IN REAR KITCHEN & BASEMENT PREP AREA MUST BE KEPT CLEAN. BREAD RACKS MUST BE ELEVATED OFF THE FLOOR. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE WATER PIPE FOR THE VACUUM BREAKER ABOVE THE MOP SINK (2ND FLOOR) MUST BE PERMANENTLY ATTACHED TO THE WALL. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ANY MILK CRATES USED FOR DRY OR COLD STORAGE  MUST BE REPLACED WITH REGULAR SHELVINGS FOR EASY CLEANING/PEST MONITORING.",41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
32,612581,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,11/29/2011,Canvass Re-Inspection,Pass w/ Conditions,"28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: One copy of the Food Inspection Report Summary must be displayed and visible to all customers.  THE PREVIOUS INSPECTION REPORT SUMMARY FROM REPORT #612566 ON 11/18/11 WAS NOT POSTED.  PREMISES HAS THE INSPECTION REPORT SUMMARY FROM 9/10/10 POSTED.  THE MANAGER WAS GIVEN A COPY OF TODAY'S INSPECTION REPORT SUMMARY AND WAS INSTRUCTED TO POST IT IN VIEW OF ALL CUSTOMERS.  SERIOUS VIOLATION 7-42-010B. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. REPLACE THE DOOR GASKETS AROUND THE SALAD COOLERS SO THAT THE DOOR CLOSES PROPERLY. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. DETAIL CLEAN THE CEILING TILES IN THE BASEMENT PREP AREA.  REPAINT THE DOOR FRAME TO THE BASEMENT PREP AREA.  REPLACE BROKEN BASEBOARD TILES IN THE CORNER OF THE SMALL SALAD PREP AREA ON THE 1ST FLOOR.  DETAIL CLEAN THE WALLS OF THE BASEMENT PREP AREA AND SEAL ANY OPENINGS IN THE FRP BOARD.  REPAIR DAMAGED DRYWALL AT THE SUPPORT BEAM NEXT TO THE DOORWAY TO THE BASEMENT PREP AREA.",41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
33,612566,PORTILLO'S HOT DOGS,PORTILLO'S HOT DOGS,39472.0,Restaurant,Risk 1 (High),100 W ONTARIO ST ,CHICAGO,IL,60654.0,11/18/2011,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.  OBSERVED 17 SMALL FLIES IN THE BASEMENT PREP AREA.  LIVE FLIES WERE OBSERVED ON THE WALLS AND CEILING IN THE PREP AREA.  ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO MINIMIZE OR ELIMINATE THE PEST ACTIVITY.  SERIOUS VIOLATION 7-38-020. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: All dishwashing machines shall maintain proper water pressure and must be provided with suitable thermometers, chemical test kits, and gauge cocks.  INACCURATE THERMOMTER OBSERVED FOR THE FINAL RINSE THERMOMETER OF THE HIGH TEMPERATURE DISHMACHINE.  OBSERVED THE FINAL RINSE THERMOMETER FOR THE HIGH TEMPERATURE DISHMACHINE IN DISREPAIR.  THE THERMOMETER WAS STUCK AT 130F.  UNIT TAGGED HELD FOR INSPECTION.  MUST REPAIR OR REPLACE THE FINAL RINSE GAUGE THERMOMETER.  SERIOUS VIOLATION 7-38-030. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.  REPLACE THE DOOR GASKETS AROUND THE SALAD COOLERS SO THAT THE DOOR CLOSES PROPERLY. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.  DETAIL CLEAN THE CEILING TILES IN THE BASEMENT PREP AREA.",41.89333773718407,-87.63124449621304,"(-87.63124449621304, 41.89333773718407)",4.4,OPERATIONAL
34,2230008,DUKS RED HOTS,DUKS RED HOTS,69637.0,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE ,CHICAGO,IL,60622.0,10/19/2018,Complaint,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OF THE ICE MACHINE, DEFROST AND CLEAN THE INTERIOR OF THE UPRIGHT FREEZER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS NEED CLEANING THROUGH OUT PREMISES TO REMOVE GREASE AND DEBRIS.",41.89351341598553,-87.66736304901177,"(-87.66736304901177, 41.89351341598553)",4.4,OPERATIONAL
35,1970475,DUKS RED HOTS,DUKS RED HOTS,69637.0,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE ,CHICAGO,IL,60622.0,10/28/2016,Short Form Complaint,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments:  LABEL FOOD PRODUCTS IN COOLERS AND DRY FOOD | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: WASH BOWL INSIDE THE STAFF / COSTUMERS WASHROOM SLOWLY DRAINING,REPAIR CAUSE.STOPPERS IS NEEDED AT THREE COMPARTMENT SINK | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  ENCRUSTED FOOD AND GRIMES ON METAL SHELVES IN STORAGE/DISH ROOM INSTRUCTED TO CLEAN AND MAINTAIN.COOKING EQUIPMENTS INCLUDED DEEP FRYERS WITH GREASE BUILD-UP INSTRUCTED TO CLEAN AND MAINTAIN | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: EXCESS ICE BUILD-UP INSIDE THE REACH-IN FREEZER.INSTRUCTED TO CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: EXCESS WATER ON FLOOR BY THE THREE COMPARTMENT SINK,DEBRIS THROUGHOUT THE PREMISES SPECIALLY UNDER SHELVES,ALONG WALLS AND CORNERS. INSTRUCTED TO CLEAN AND MAINTAIN REPAIR BROKEN FLOOR /FLOOR TILES STANDING WATER AND GRIMES INSTRUCTED TO REPAIR / REPLACE SAID TILES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FRONT WINDOW LEDGE WITH DEBRIS NEED TO CLEAN AND MAINTAIN | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments:  LIGHT SHIELD WITH DEBRIS AND WATER INSTRUCTED TO CLEAN AND MAINTAIN",41.89351341598553,-87.66736304901177,"(-87.66736304901177, 41.89351341598553)",4.4,OPERATIONAL
36,1578680,DUKS RED HOTS,DUKS RED HOTS,69637.0,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE ,CHICAGO,IL,60622.0,10/07/2015,Short Form Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN THE FLOOR UNDER THE STORAGE RACK IN THE REAR AREA AND AROUND THE 3 COMPARTMENT SINK.  ",41.89351341598553,-87.66736304901177,"(-87.66736304901177, 41.89351341598553)",4.4,OPERATIONAL
37,1286105,DUKS RED HOTS,DUKS RED HOTS,69637.0,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE ,CHICAGO,IL,60622.0,10/25/2012,Short Form Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION STILL PENDING, SEE INSPECTION #1206266 | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION STILL PENDING, SEE INSPECTION #1206266 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION STILL PENDING, SEE INSPECTION #1206266 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: VIOLATION STILL PENDING, SEE INSPECTION #1206266 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION STILL PENDING, SEE INSPECTION #1206266 | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: VIOLATION STILL PENDING, SEE INSPECTION #1206266",41.89351341598553,-87.66736304901177,"(-87.66736304901177, 41.89351341598553)",4.4,OPERATIONAL
38,659623,DUKS RED HOTS,DUKS RED HOTS,69637.0,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE ,CHICAGO,IL,60622.0,12/08/2011,Tag Removal,Pass,,41.89351341598553,-87.66736304901177,"(-87.66736304901177, 41.89351341598553)",4.4,OPERATIONAL
39,659563,DUKS RED HOTS,DUKS RED HOTS,69637.0,Restaurant,Risk 2 (Medium),636 N ASHLAND AVE ,CHICAGO,IL,60622.0,12/02/2011,Complaint Re-Inspection,Pass,,41.89351341598553,-87.66736304901177,"(-87.66736304901177, 41.89351341598553)",4.4,OPERATIONAL
